,end_date,Name,Market value,Share,symbol,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
318,201703,FLEETCOR TECHNOLOGIES INC,681703,4501773,FLT,520433000.0,195068000.0,123693000.0,1.34,1.31,0.0,10009954000.0,2882091000.0,3500665000.0,546560000.0,3341812000.0,54215000.0,-21123000.0,19094000.0
297,201706,FLEETCOR TECHNOLOGIES INC,945369,6555504,FLT,541237000.0,216043000.0,130987000.0,1.42,1.39,0.0,10101711000.0,3045358000.0,3619026000.0,564578000.0,3405500000.0,179004000.0,-42507000.0,-67805000.0
317,201709,FLEETCOR TECHNOLOGIES INC,124045,801482,FLT,577877000.0,232637000.0,202823000.0,2.23,2.18,0.0,11330294000.0,3521501000.0,4172898000.0,834756000.0,3430418000.0,419490000.0,-341583000.0,250099000.0
302,201712,FLEETCOR TECHNOLOGIES INC,154229,801482,FLT,2249538000.0,883760000.0,740200000.0,8.12,7.91,0.0,11318359000.0,3549701000.0,4095502000.0,913595000.0,3676522000.0,675723000.0,-497802000.0,251938000.0
312,201803,FLEETCOR TECHNOLOGIES INC,233198,1151593,FLT,585500000.0,260087000.0,174937000.0,1.95,1.88,0.0,11692465000.0,3907065000.0,4307676000.0,979573000.0,3888052000.0,200702000.0,-22731000.0,-98993000.0
315,201806,FLEETCOR TECHNOLOGIES INC,213388,1012996,FLT,585000000.0,264783000.0,176852000.0,1.98,1.91,0.0,11485133000.0,4049207000.0,4601514000.0,919662000.0,3439085000.0,275089000.0,-49617000.0,-104760000.0
299,201809,FLEETCOR TECHNOLOGIES INC,114848,504075,FLT,620000000.0,281090000.0,157694000.0,1.78,1.71,0.0,11450890000.0,4132991000.0,4484468000.0,924442000.0,3562248000.0,555380000.0,-71303000.0,-356332000.0
136,201512,ALPHABET INC,314547,404297,GOOGL,,,,,,,,,,,,,,
137,201512,ALPHABET INC,313126,412616,GOOGL,,,,,,,,,,,,,,
128,201603,ALPHABET INC,492726,645859,GOOGL,,,,,,,,,,,,,,
129,201603,ALPHABET INC,580233,778888,GOOGL,,,,,,,,,,,,,,
154,201606,ALPHABET INC,116088,165008,GOOGL,,,,,,,,,,,,,,
155,201606,ALPHABET INC,611739,883888,GOOGL,,,,,,,,,,,,,,
66,201609,ALPHABET INC,655604,843449,GOOGL,,,,,,,,,,,,,,
74,201612,ALPHABET INC,484628,627903,GOOGL,,,,,,,,,,,,,,
60,201712,ALPHABET INC,625227,597503,GOOGL,,,,,,,,,,,,,,
85,201803,ALPHABET INC,670667,650003,GOOGL,,,,,,,,,,,,,,
91,201806,ALPHABET INC,733878,657803,GOOGL,,,,,,,,,,,,,,
47,201809,ALPHABET INC,1063739,891299,GOOGL,,,,,,,,,,,,,,
52,201903,ALPHABET INC,521441,444419,GOOGL,,,,,,,,,,,,,,
839,201312,INTERCONTINENTALEXCHANGE GRO,13630,60600,ICE,1795000000.0,790000000.0,254000000.0,3.24,3.21,0.65,64818000000.0,44259000000.0,44342000000.0,961000000.0,12615000000.0,735000000.0,-2523000000.0,1119000000.0
840,201312,INTERCONTINENTALEXCHANGE GRO,494694,2199424,ICE,1795000000.0,790000000.0,254000000.0,3.24,3.21,0.65,64818000000.0,44259000000.0,44342000000.0,961000000.0,12615000000.0,735000000.0,-2523000000.0,1119000000.0
841,201403,INTERCONTINENTALEXCHANGE GRO,11988,60600,ICE,,,,,,,,,,,,,,
842,201403,INTERCONTINENTALEXCHANGE GRO,656426,3318131,ICE,,,,,,,,,,,,,,
320,201406,INTERCONTINENTAL EXCHANGE IN,642961,3403713,ICE,1011000000.0,327000000.0,226000000.0,1.96,1.95,0.65,68482000000.0,50191000000.0,49670000000.0,2057000000.0,13279000000.0,836000000.0,1651000000.0,-1285000000.0
321,201409,INTERCONTINENTAL EXCHANGE IN,46812,240000,ICE,1006000000.0,330000000.0,206000000.0,1.81,1.8,0.65,67286000000.0,49378000000.0,49337000000.0,638000000.0,12643000000.0,922000000.0,489000000.0,-1618000000.0
322,201409,INTERCONTINENTAL EXCHANGE IN,256485,1314968,ICE,1006000000.0,330000000.0,206000000.0,1.81,1.8,0.65,67286000000.0,49378000000.0,49337000000.0,638000000.0,12643000000.0,922000000.0,489000000.0,-1618000000.0
325,201412,INTERCONTINENTAL EXCHANGE IN,52629600,240000,ICE,4221000000.0,1448000000.0,981000000.0,8.6,8.55,2.6,68279000000.0,50245000000.0,50539000000.0,652000000.0,12392000000.0,1463000000.0,36000000.0,-1673000000.0
326,201412,INTERCONTINENTAL EXCHANGE IN,250602200,1142789,ICE,4221000000.0,1448000000.0,981000000.0,8.6,8.55,2.6,68279000000.0,50245000000.0,50539000000.0,652000000.0,12392000000.0,1463000000.0,36000000.0,-1673000000.0
323,201609,INTERCONTINENTAL EXCHANGE IN,325179,1207229,ICE,1416000000.0,474000000.0,344000000.0,2.88,2.86,0.85,76296000000.0,51844000000.0,52354000000.0,458000000.0,15544000000.0,1508000000.0,-306000000.0,-1366000000.0
324,201612,INTERCONTINENTAL EXCHANGE IN,238410,4225637,ICE,5958000000.0,2167000000.0,1422000000.0,2.39,2.37,0.68,82003000000.0,57133000000.0,58617000000.0,407000000.0,15754000000.0,2149000000.0,-898000000.0,-1462000000.0
319,201706,INTERCONTINENTAL EXCHANGE IN,419047,6356905,ICE,1494000000.0,609000000.0,418000000.0,0.71,0.7,0.2,80324000000.0,56448000000.0,56819000000.0,398000000.0,15933000000.0,1098000000.0,209000000.0,-1321000000.0
327,201709,INTERCONTINENTAL EXCHANGE IN,601102,8749665,ICE,1432000000.0,596000000.0,369000000.0,0.63,0.62,0.2,79118000000.0,55239000000.0,54600000000.0,419000000.0,16019000000.0,1410000000.0,127000000.0,-1534000000.0
854,201306,LIBERTY GLOBAL PLC,147695,2009726,LBTYA,3161900000.0,445200000.0,-11600000.0,-0.04,-0.04,0.0,63705600000.0,5014400000.0,7151300000.0,2125000000.0,11547400000.0,1346200000.0,-6278200000.0,5015700000.0
855,201306,LIBERTY GLOBAL PLC,101881,1500678,LBTYA,3161900000.0,445200000.0,-11600000.0,-0.04,-0.04,0.0,63705600000.0,5014400000.0,7151300000.0,2125000000.0,11547400000.0,1346200000.0,-6278200000.0,5015700000.0
858,201309,LIBERTY GLOBAL PLC,254230,3203911,LBTYA,4371200000.0,521900000.0,-830100000.0,-2.09,-2.09,0.0,65996000000.0,4731500000.0,7059400000.0,2206500000.0,11396700000.0,2466000000.0,-7253200000.0,4892800000.0
859,201309,LIBERTY GLOBAL PLC,299000,3963935,LBTYA,4371200000.0,521900000.0,-830100000.0,-2.09,-2.09,0.0,65996000000.0,4731500000.0,7059400000.0,2206500000.0,11396700000.0,2466000000.0,-7253200000.0,4892800000.0
849,201312,LIBERTY GLOBAL PLC,396899,4459542,LBTYA,14474200000.0,2012100000.0,-963900000.0,-2.79,-2.79,0.0,67714300000.0,5482600000.0,7683000000.0,2701900000.0,11541500000.0,3931300000.0,-7965000000.0,4615900000.0
850,201312,LIBERTY GLOBAL PLC,437180,5184770,LBTYA,14474200000.0,2012100000.0,-963900000.0,-2.79,-2.79,0.0,67714300000.0,5482600000.0,7683000000.0,2701900000.0,11541500000.0,3931300000.0,-7965000000.0,4615900000.0
856,201403,LIBERTY GLOBAL PLC,290468,6982402,LBTYA,4533700000.0,581700000.0,-78800000.0,-0.53,-0.53,0.0,67260300000.0,5899700000.0,10672700000.0,3092100000.0,10957600000.0,1310800000.0,227900000.0,-1163500000.0
857,201403,LIBERTY GLOBAL PLC,865525,21260739,LBTYA,4533700000.0,581700000.0,-78800000.0,-0.53,-0.53,0.0,67260300000.0,5899700000.0,10672700000.0,3092100000.0,10957600000.0,1310800000.0,227900000.0,-1163500000.0
851,201406,LIBERTY GLOBAL PLC,288302,6519720,LBTYA,4602200000.0,669500000.0,-249900000.0,-0.31,-0.31,0.0,65529400000.0,3957000000.0,9259600000.0,1110200000.0,10787600000.0,2907100000.0,-460400000.0,-4061100000.0
852,201406,LIBERTY GLOBAL PLC,668774,15806512,LBTYA,4602200000.0,669500000.0,-249900000.0,-0.31,-0.31,0.0,65529400000.0,3957000000.0,9259600000.0,1110200000.0,10787600000.0,2907100000.0,-460400000.0,-4061100000.0
853,201409,LIBERTY GLOBAL PLC,182953,4460630,LBTYA,4497200000.0,703700000.0,157100000.0,0.2,0.2,0.0,62240000000.0,3626400000.0,8449500000.0,954900000.0,10307200000.0,4060500000.0,-2095600000.0,-3679500000.0
206,201406,CHENIERE ENERGY INC,40697,567600,LNG,67645000.0,-62135000.0,-201928000.0,-0.9,-0.9,0.0,11859295000.0,1591484000.0,390883000.0,889887000.0,2460957000.0,-11341000.0,-55283000.0,-4331000.0
207,201409,CHENIERE ENERGY INC,552760,6906909,LNG,66807000.0,-61358000.0,-89581000.0,-0.4,-0.4,0.0,11785316000.0,1509862000.0,438788000.0,791656000.0,2330553000.0,-41050000.0,-91634000.0,-36502000.0
212,201412,CHENIERE ENERGY INC,620852109,8818922,LNG,267954000.0,-273568000.0,-547932000.0,-2.44,-2.44,0.0,12573683000.0,2258877000.0,232475000.0,1747583000.0,2501517000.0,-124119000.0,-211987000.0,1122847000.0
210,201503,CHENIERE ENERGY INC,620631,8018486,LNG,68369000.0,-60998000.0,-267709000.0,-1.18,-1.18,0.0,14923047000.0,2703059000.0,321467000.0,2158338000.0,2354371000.0,-14180000.0,-64539000.0,489474000.0
214,201506,CHENIERE ENERGY INC,550168,7943511,LNG,68025000.0,-95580000.0,-118495000.0,-0.52,-0.52,0.0,17759502000.0,2263362000.0,640839000.0,1470207000.0,2215356000.0,-294955000.0,-213030000.0,230609000.0
213,201509,CHENIERE ENERGY INC,591278,12241775,LNG,66059000.0,-52074000.0,-297808000.0,-1.31,-1.31,0.0,18452259000.0,2086272000.0,530219000.0,1340262000.0,1864931000.0,-274577000.0,-528588000.0,395844000.0
205,201512,CHENIERE ENERGY INC,469044,12591775,LNG,270885000.0,-449313000.0,-975109000.0,-4.3,-4.3,0.0,19019589000.0,1782586000.0,2188086000.0,1201112000.0,1561403000.0,-265622000.0,-659423000.0,378574000.0
204,201603,CHENIERE ENERGY INC,435889,12884676,LNG,69081000.0,-90559000.0,-320838000.0,-1.41,-1.41,0.0,20430947000.0,1946115000.0,2568623000.0,1094833000.0,1204685000.0,-88690000.0,-16615000.0,-974000.0
208,201606,CHENIERE ENERGY INC,483820,12884676,LNG,176827000.0,-76454000.0,-298418000.0,-1.31,-1.31,0.0,21436851000.0,1990482000.0,2414521000.0,1049478000.0,864167000.0,-144034000.0,-19257000.0,11657000.0
209,201609,CHENIERE ENERGY INC,468326,10741417,LNG,465673000.0,15276000.0,-100442000.0,-0.44,-0.44,0.0,22689080000.0,2104727000.0,2608878000.0,990132000.0,705739000.0,-199027000.0,-12206000.0,253000.0
211,201612,CHENIERE ENERGY INC,214870,5186332,LNG,1283167000.0,-29367000.0,-609991000.0,-2.67,-2.67,0.0,23702737000.0,2238318000.0,1076669000.0,875836000.0,838396000.0,-403842000.0,-4413411000.0,4907575000.0
215,201703,CHENIERE ENERGY INC,245158,5186332,LNG,1211000000.0,376000000.0,54000000.0,0.23,0.23,0.0,26056000000.0,2419000000.0,871000000.0,923000000.0,995000000.0,309000000.0,-1290000000.0,2095000000.0
203,201706,CHENIERE ENERGY INC,252626,5186332,LNG,1241000000.0,274000000.0,-285000000.0,-1.23,-1.23,0.0,26600000000.0,2368000000.0,840000000.0,796000000.0,1004000000.0,536000000.0,-2357000000.0,2538000000.0
556,201309,MASTERCARD INC,471352,700604,MA,2218000000.0,1248000000.0,879000000.0,7.3,7.27,0.0,13730000000.0,10559000000.0,5420000000.0,3413000000.0,7668000000.0,2936000000.0,235000000.0,-1837000000.0
548,201312,MASTERCARD INC,794185,950596,MA,8346000000.0,4503000000.0,3116000000.0,2.57,2.56,0.29,14242000000.0,10950000000.0,6032000000.0,3599000000.0,7495000000.0,4135000000.0,-4000000.0,-2629000000.0
552,201403,MASTERCARD INC,544923,7294819,MA,2177000000.0,1285000000.0,870000000.0,0.73,0.73,0.11,14802000000.0,11342000000.0,5994000000.0,4019000000.0,6578000000.0,568000000.0,130000000.0,-279000000.0
549,201406,MASTERCARD INC,864471,11766312,MA,2377000000.0,1383000000.0,931000000.0,0.8,0.8,0.0,14375000000.0,10577000000.0,5790000000.0,2878000000.0,6314000000.0,1297000000.0,-432000000.0,-1585000000.0
550,201409,MASTERCARD INC,1114920,15082787,MA,2503000000.0,1420000000.0,1015000000.0,0.88,0.87,0.0,14659000000.0,10956000000.0,5849000000.0,4462000000.0,6548000000.0,2682000000.0,448000000.0,-2095000000.0
554,201412,MASTERCARD INC,1725824434,20030460,MA,9473000000.0,5106000000.0,3617000000.0,3.11,3.1,0.49,15329000000.0,10997000000.0,6222000000.0,5137000000.0,6824000000.0,3407000000.0,690000000.0,-2339000000.0
553,201503,MASTERCARD INC,1120794,12973653,MA,2230000000.0,1351000000.0,1020000000.0,0.89,0.89,0.16,14633000000.0,10348000000.0,5937000000.0,4207000000.0,6334000000.0,911000000.0,-519000000.0,-1100000000.0
557,201506,MASTERCARD INC,909246,9726632,MA,2390000000.0,1251000000.0,921000000.0,0.81,0.81,0.0,15272000000.0,10217000000.0,6476000000.0,3361000000.0,6436000000.0,1732000000.0,-1222000000.0,-2116000000.0
555,201509,MASTERCARD INC,751952,8343895,MA,2530000000.0,1369000000.0,977000000.0,0.86,0.86,0.0,14634000000.0,9625000000.0,5943000000.0,3877000000.0,6298000000.0,3004000000.0,-853000000.0,-3216000000.0
546,201512,MASTERCARD INC,598821,6150587,MA,9667000000.0,5078000000.0,3808000000.0,3.36,3.35,0.67,16269000000.0,10985000000.0,6269000000.0,5747000000.0,6062000000.0,4043000000.0,-715000000.0,-2458000000.0
545,201603,MASTERCARD INC,479737,5076587,MA,2446000000.0,1348000000.0,959000000.0,0.86,0.86,0.19,15905000000.0,10606000000.0,6440000000.0,4894000000.0,5511000000.0,1008000000.0,-385000000.0,-1545000000.0
551,201606,MASTERCARD INC,437534,4968587,MA,2694000000.0,1380000000.0,983000000.0,0.89,0.89,0.0,16282000000.0,10998000000.0,6462000000.0,5176000000.0,5869000000.0,2067000000.0,-495000000.0,-2194000000.0
393,201706,MASTERCARD INCORPORATED,563694,4641369,MA,3053000000.0,1653000000.0,1177000000.0,1.1,1.1,0.0,19839000000.0,12542000000.0,7583000000.0,5177000000.0,5878000000.0,2039000000.0,-1254000000.0,-2452000000.0
396,201709,MASTERCARD INCORPORATED,633617,4487369,MA,3398000000.0,1941000000.0,1430000000.0,1.34,1.34,0.0,20914000000.0,13231000000.0,7984000000.0,5559000000.0,6468000000.0,3794000000.0,-1656000000.0,-3494000000.0
394,201712,MASTERCARD INCORPORATED,508973,3362667,MA,12497000000.0,6622000000.0,3915000000.0,3.67,3.65,0.91,21329000000.0,13797000000.0,8793000000.0,5933000000.0,5497000000.0,5555000000.0,-1779000000.0,-4764000000.0
395,201812,MASTERCARD INCORPORATED,555496,2944587,MA,,,,,,,,,,,,,,
547,201903,MASTERCARD INC,657256,2791487,MA,,,,,,,,,,,,,,
867,201312,MCGRAW HILL FINL INC,424104,5423331,MHFI,4875000000.0,1405000000.0,1376000000.0,5.01,4.91,1.12,6061000000.0,2936000000.0,2372000000.0,1542000000.0,1344000000.0,816000000.0,-130000000.0,-1743000000.0
873,201403,MCGRAW HILL FINL INC,839203,10998735,MHFI,1236000000.0,430000000.0,248000000.0,0.91,0.89,0.3,6011000000.0,2864000000.0,2254000000.0,1531000000.0,1407000000.0,120000000.0,-35000000.0,-96000000.0
869,201406,MCGRAW HILL FINL INC,1038170,12503547,MHFI,1346000000.0,486000000.0,292000000.0,1.08,1.06,0.3,6057000000.0,2993000000.0,2252000000.0,1617000000.0,1489000000.0,459000000.0,-52000000.0,-351000000.0
871,201409,MCGRAW HILL FINL INC,914893,10833547,MHFI,1263000000.0,366000000.0,190000000.0,0.7,0.69,0.3,6270000000.0,3188000000.0,2384000000.0,1918000000.0,1590000000.0,820000000.0,-35000000.0,-401000000.0
877,201412,MCGRAW HILL FINL INC,655706255,7369142,MHFI,5051000000.0,113000000.0,-115000000.0,-0.42,-0.42,1.2,6771000000.0,3966000000.0,3967000000.0,2497000000.0,539000000.0,1209000000.0,-65000000.0,-462000000.0
875,201503,MCGRAW HILL FINL INC,473053,4574980,MHFI,1273000000.0,501000000.0,303000000.0,1.11,1.1,0.33,5448000000.0,2688000000.0,2579000000.0,1176000000.0,589000000.0,-1349000000.0,-19000000.0,220000000.0
879,201506,MCGRAW HILL FINL INC,364215,3625834,MHFI,1342000000.0,582000000.0,353000000.0,1.29,1.28,0.33,6013000000.0,3213000000.0,2240000000.0,1720000000.0,815000000.0,-897000000.0,-37000000.0,293000000.0
562,201409,MOHAWK INDS INC,416605,3090081,MHK,-30607000.0,213693000.0,151266000.0,2.08,2.06,0.0,8701460000.0,3368814000.0,1831357000.0,105569000.0,4576518000.0,323423000.0,-391561000.0,126587000.0
566,201412,MOHAWK INDS INC,383192644,2466482,MHK,-116348000.0,772796000.0,531965000.0,7.3,7.25,0.0,8285544000.0,3132270000.0,1955814000.0,97877000.0,4422813000.0,662188000.0,-565652000.0,-25550000.0
565,201503,MOHAWK INDS INC,363803,1958565,MHK,,,,,,,,,,,,,,
569,201506,MOHAWK INDS INC,373890,1958565,MHK,-26313000.0,43774000.0,22346000.0,0.31,0.3,0.0,8284622000.0,3203819000.0,2891980000.0,107041000.0,4223795000.0,-49646000.0,-109122000.0,175304000.0
567,201509,MOHAWK INDS INC,358390,1971450,MHK,-28000.0,255816000.0,186332000.0,2.54,2.53,0.0,10165670000.0,3608622000.0,3001531000.0,171087000.0,4614882000.0,267519000.0,-1429578000.0,1239013000.0
559,201512,MOHAWK INDS INC,357332,1886750,MHK,8071563000.0,837566000.0,615108000.0,8.37,8.31,0.0,9942364000.0,3249972000.0,3259028000.0,81692000.0,4860863000.0,911873000.0,-1874224000.0,964083000.0
560,201512,MOHAWK INDS INC,357332,1886750,MHK,-7000.0,288734000.0,214874000.0,2.91,2.89,0.0,10064482000.0,3499194000.0,3299784000.0,110716000.0,4755883000.0,656952000.0,-1563785000.0,930506000.0
558,201603,MOHAWK INDS INC,347108,1818269,MHK,,,,,,,,,,,,,,
563,201606,MOHAWK INDS INC,345035,1818269,MHK,2172046000.0,245672000.0,171548000.0,2.32,2.3,0.0,10292315000.0,3470551000.0,3323668000.0,98305000.0,5156578000.0,137760000.0,-140833000.0,13881000.0
564,201609,MOHAWK INDS INC,235766,1176827,MHK,2310336000.0,350692000.0,255188000.0,3.44,3.42,0.0,10312831000.0,3519203000.0,3129734000.0,112049000.0,5385583000.0,549380000.0,-276914000.0,-249308000.0
568,201806,MOHAWK INDS INC,102222,477072,MHK,2577014000.0,326307000.0,196586000.0,2.64,2.62,0.0,12894039000.0,4773680000.0,2736072000.0,518226000.0,7373434000.0,620986000.0,-485860000.0,308029000.0
912,201306,REALOGY HLDGS CORP,379555,7900805,RLGY,,,,,,,,,,,,,,
917,201309,REALOGY HLDGS CORP,516386,12003398,RLGY,,,,,,,,,,,,,,
909,201312,REALOGY HLDGS CORP,614922,12430198,RLGY,5289000000.0,,438000000.0,3.01,2.99,0.0,7326000000.0,917000000.0,911000000.0,236000000.0,2013000000.0,492000000.0,-102000000.0,-530000000.0
913,201403,REALOGY HLDGS CORP,560514,12900198,RLGY,1007000000.0,,-46000000.0,-0.32,-0.32,0.0,7227000000.0,818000000.0,922000000.0,119000000.0,1975000000.0,-110000000.0,-37000000.0,30000000.0
910,201406,REALOGY HLDGS CORP,514851,13652898,RLGY,1512000000.0,,68000000.0,0.47,0.46,0.0,7443000000.0,1033000000.0,889000000.0,209000000.0,2057000000.0,48000000.0,-65000000.0,-10000000.0
911,201409,REALOGY HLDGS CORP,507888,13652898,RLGY,1531000000.0,,100000000.0,0.68,0.68,0.0,7646000000.0,1128000000.0,942000000.0,268000000.0,2165000000.0,271000000.0,-253000000.0,15000000.0
915,201412,REALOGY HLDGS CORP,462984206,10406478,RLGY,5328000000.0,,143000000.0,0.98,0.97,0.0,7538000000.0,1026000000.0,878000000.0,313000000.0,2183000000.0,423000000.0,-298000000.0,-46000000.0
914,201503,REALOGY HLDGS CORP,473287,10406478,RLGY,1062000000.0,,-32000000.0,-0.22,-0.22,0.0,7432000000.0,952000000.0,812000000.0,184000000.0,2158000000.0,-84000000.0,-16000000.0,-28000000.0
918,201506,REALOGY HLDGS CORP,486191,10406478,RLGY,1651000000.0,,97000000.0,0.66,0.66,0.0,7846000000.0,1302000000.0,1530000000.0,359000000.0,2273000000.0,73000000.0,-121000000.0,95000000.0
916,201509,REALOGY HLDGS CORP,36847,979197,RLGY,1668000000.0,,110000000.0,0.75,0.74,0.0,8029000000.0,1431000000.0,1493000000.0,567000000.0,2393000000.0,395000000.0,-171000000.0,32000000.0
919,201312,SBA COMMUNICATIONS CORP,490216,5456548,SBAC,1304866000.0,229645000.0,-55909000.0,-0.44,-0.44,0.0,6783188000.0,343652000.0,747673000.0,122112000.0,356966000.0,497587000.0,-826522000.0,220161000.0
922,201403,SBA COMMUNICATIONS CORP,813532,8943844,SBAC,345550000.0,67136000.0,1407000.0,0.01,0.01,0.0,7791342000.0,516128000.0,756779000.0,322914000.0,396188000.0,178965000.0,-964904000.0,968760000.0
920,201406,SBA COMMUNICATIONS CORP,890085,8700738,SBAC,383420000.0,83317000.0,-9467000.0,-0.07,-0.07,0.0,7564583000.0,314018000.0,1340010000.0,107652000.0,159288000.0,352836000.0,-1044541000.0,658995000.0
921,201409,SBA COMMUNICATIONS CORP,961585,8670738,SBAC,393293000.0,89484000.0,-16624000.0,-0.13,-0.13,0.0,7808992000.0,674386000.0,1346227000.0,450257000.0,-297617000.0,503179000.0,-1181877000.0,990363000.0
924,201412,SBA COMMUNICATIONS CORP,807795054,7293202,SBAC,1526996000.0,336523000.0,-24295000.0,-0.19,-0.19,0.0,7841125000.0,326888000.0,331050000.0,39443000.0,-660800000.0,671643000.0,-1760127000.0,991838000.0
923,201503,SBA COMMUNICATIONS CORP,756545,6460678,SBAC,410094000.0,89086000.0,-79030000.0,-0.61,-0.61,0.0,7527299000.0,325013000.0,286476000.0,62371000.0,-1036787000.0,178408000.0,-121554000.0,-31529000.0
