,end_date,Name,Market value,Share,symbol,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
926,201506,SBA COMMUNICATIONS CORP,527061,4584339,SBAC,410704000.0,98163000.0,28305000.0,0.22,0.22,0.0,7751863000.0,344482000.0,314054000.0,69846000.0,-1133232000.0,375532000.0,-436610000.0,93784000.0
925,201509,SBA COMMUNICATIONS CORP,293456,2801753,SBAC,410735000.0,43083000.0,-155946000.0,-1.23,-1.23,0.0,7396757000.0,334871000.0,288267000.0,73271000.0,-1697656000.0,534737000.0,-566731000.0,78513000.0
1042,201803,SBA COMMUNICATIONS CORP NEW,578590,3385152,SBAC,458302000.0,129968000.0,31545000.0,0.27,0.27,0.0,7405082000.0,302780000.0,250928000.0,109350000.0,-2588241000.0,178577000.0,-151597000.0,34049000.0
1043,201806,SBA COMMUNICATIONS CORP NEW,579273,3508194,SBAC,456323000.0,125871000.0,-57391000.0,-0.5,-0.5,0.0,7289378000.0,326876000.0,277810000.0,134651000.0,-3042135000.0,425056000.0,-370155000.0,26717000.0
733,201306,SEARS HLDGS CORP,95669,2273500,SHLD,8452000000.0,-247000000.0,-279000000.0,-2.63,-2.63,0.0,19396000000.0,9451000000.0,8835000000.0,471000000.0,2921000000.0,-713000000.0,-56000000.0,633000000.0
741,201309,SEARS HLDGS CORP,135251,2273500,SHLD,8871000000.0,-51000000.0,-194000000.0,-1.83,-1.83,0.0,19278000000.0,9500000000.0,8960000000.0,671000000.0,2824000000.0,-715000000.0,170000000.0,618000000.0
730,201312,SEARS HLDGS CORP,111492,2273500,SHLD,8272000000.0,-497000000.0,-534000000.0,-5.03,-5.03,0.0,20209000000.0,10528000000.0,9675000000.0,599000000.0,2327000000.0,-1672000000.0,100000000.0,1572000000.0
735,201403,SEARS HLDGS CORP,100013,2584400,SHLD,36188000000.0,-927000000.0,-1365000000.0,-12.87,-12.87,0.0,18261000000.0,8959000000.0,8185000000.0,1028000000.0,2183000000.0,-1109000000.0,664000000.0,902000000.0
731,201406,SEARS HLDGS CORP,100076,2504400,SHLD,7879000000.0,-375000000.0,-402000000.0,-3.79,-3.79,0.0,16930000000.0,8527000000.0,8012000000.0,831000000.0,1462000000.0,-560000000.0,7000000.0,351000000.0
732,201409,SEARS HLDGS CORP,70113,2987500,SHLD,8013000000.0,-514000000.0,-573000000.0,-5.39,-5.39,0.0,16438000000.0,8157000000.0,8178000000.0,829000000.0,919000000.0,-747000000.0,38000000.0,503000000.0
739,201412,SEARS HLDGS CORP,71339038,2163100,SHLD,7207000000.0,-490000000.0,-548000000.0,-5.15,-5.15,0.0,15169000000.0,7591000000.0,8414000000.0,326000000.0,126000000.0,-1942000000.0,76000000.0,1167000000.0
737,201503,SEARS HLDGS CORP,89509,2163100,SHLD,31198000000.0,-1508000000.0,-1682000000.0,-15.82,-15.82,0.0,13209000000.0,5863000000.0,6076000000.0,250000000.0,-945000000.0,-1387000000.0,327000000.0,285000000.0
742,201506,SEARS HLDGS CORP,57755,2163100,SHLD,5882000000.0,-178000000.0,-303000000.0,-2.85,-2.85,0.0,13290000000.0,6063000000.0,6039000000.0,286000000.0,-1182000000.0,-535000000.0,64000000.0,507000000.0
740,201509,SEARS HLDGS CORP,45426,2010000,SHLD,6211000000.0,99000000.0,208000000.0,1.95,1.84,0.0,13186000000.0,7577000000.0,5485000000.0,1819000000.0,-906000000.0,-832000000.0,2592000000.0,-191000000.0
729,201512,SEARS HLDGS CORP,41326,2010000,SHLD,5750000000.0,-382000000.0,-454000000.0,-4.26,-4.26,0.0,12769000000.0,7219000000.0,6518000000.0,294000000.0,-1293000000.0,-2054000000.0,2556000000.0,-458000000.0
594,201603,SEARS HLDS CORP,30773,2010000,SHLD,25146000000.0,-1000000000.0,-1129000000.0,-10.59,-10.59,0.0,11337000000.0,6045000000.0,5438000000.0,238000000.0,-1956000000.0,-2167000000.0,2519000000.0,-364000000.0
734,201606,SEARS HLDGS CORP,47635,3500000,SHLD,5394000000.0,-368000000.0,-471000000.0,-4.41,-4.41,0.0,11175000000.0,6120000000.0,4594000000.0,286000000.0,-2360000000.0,-722000000.0,-2000000.0,772000000.0
736,201609,SEARS HLDGS CORP,40110,3500000,SHLD,5663000000.0,-269000000.0,-395000000.0,-3.7,-3.7,0.0,10614000000.0,5625000000.0,4953000000.0,276000000.0,-2693000000.0,-640000000.0,139000000.0,539000000.0
738,201612,SEARS HLDGS CORP,32515,3500000,SHLD,5029000000.0,-624000000.0,-748000000.0,-6.99,-6.99,0.0,10865000000.0,5966000000.0,5730000000.0,258000000.0,-3375000000.0,-1408000000.0,159000000.0,1269000000.0
234,201509,CONSTELLATION BRANDS INC,586510,4684214,STZ,1912900000.0,479400000.0,302400000.0,2.98,2.87,0.31,15673400000.0,3131500000.0,1212200000.0,329700000.0,6165000000.0,803100000.0,-609000000.0,29300000.0
226,201512,CONSTELLATION BRANDS INC,762195,5350993,STZ,1812400000.0,447300000.0,270500000.0,2.65,2.55,0.31,16156600000.0,3460900000.0,1920800000.0,491300000.0,6596700000.0,1091600000.0,-827700000.0,122200000.0
224,201603,CONSTELLATION BRANDS INC,890860,5896221,STZ,7223800000.0,1765100000.0,1054900000.0,10.34,9.97,1.24,16965000000.0,2977600000.0,2272300000.0,83100000.0,6691800000.0,1413700000.0,-2207400000.0,776000000.0
229,201606,CONSTELLATION BRANDS INC,1102558,6666012,STZ,2053000000.0,552700000.0,318300000.0,3.07,2.98,0.4,17630000000.0,3218500000.0,2698700000.0,167300000.0,6988600000.0,345900000.0,-453900000.0,191900000.0
230,201609,CONSTELLATION BRANDS INC,926799,5566692,STZ,2222800000.0,610900000.0,358900000.0,3.45,3.36,0.4,17717400000.0,3169800000.0,2199600000.0,177300000.0,7174100000.0,1044900000.0,-653600000.0,-297000000.0
231,201612,CONSTELLATION BRANDS INC,978166,6380317,STZ,1992700000.0,534000000.0,405900000.0,3.89,3.8,0.4,18320100000.0,3444800000.0,2636600000.0,197300000.0,6997700000.0,1415700000.0,-1149100000.0,-146400000.0
237,201703,CONSTELLATION BRANDS INC,1176906,7261717,STZ,8061600000.0,2399400000.0,1535100000.0,14.86,14.45,1.6,18602400000.0,3230000000.0,2697600000.0,177400000.0,6884800000.0,1696000000.0,-1461800000.0,-134800000.0
223,201706,CONSTELLATION BRANDS INC,1274119,6576776,STZ,2115300000.0,568100000.0,402800000.0,3.99,3.87,0.52,18959400000.0,3360500000.0,2182400000.0,199100000.0,7397800000.0,381600000.0,-221300000.0,-141600000.0
236,201709,CONSTELLATION BRANDS INC,1411325,7076082,STZ,2297200000.0,713900000.0,499500000.0,4.93,4.79,0.52,19418400000.0,3373400000.0,2090000000.0,125600000.0,7945300000.0,1102900000.0,-640600000.0,-520300000.0
228,201712,CONSTELLATION BRANDS INC,1112932,4869109,STZ,1978900000.0,486800000.0,491100000.0,4.85,4.72,0.52,20107100000.0,3545600000.0,2535900000.0,154500000.0,8009100000.0,1468400000.0,-1038300000.0,-458100000.0
233,201803,CONSTELLATION BRANDS INC,1105205,4849090,STZ,8326800000.0,2284500000.0,2318900000.0,22.97,22.28,2.08,20538700000.0,3474000000.0,1944700000.0,90300000.0,8062700000.0,1931400000.0,-1423100000.0,-601200000.0
235,201806,CONSTELLATION BRANDS INC,848742,3877836,STZ,2230000000.0,625400000.0,743800000.0,7.5,7.25,0.74,23096700000.0,3604800000.0,1990500000.0,210000000.0,10565800000.0,504000000.0,-53500000.0,-329200000.0
225,201809,CONSTELLATION BRANDS INC,929703,4311764,STZ,2525700000.0,765000000.0,1149500000.0,11.66,11.28,0.74,24097500000.0,3585500000.0,2162500000.0,206100000.0,11535200000.0,1338500000.0,-388800000.0,-832900000.0
232,201812,CONSTELLATION BRANDS INC,829856,5160154,STZ,,,,,,,,,,,,,,
227,201903,CONSTELLATION BRANDS INC,864807,4932455,STZ,,,,,,,,,,,,,,
631,201306,TRANSDIGM GROUP INC,400737,2556210,TDG,488636000.0,176724000.0,76655000.0,0.71,0.71,0.0,5812660000.0,1040878000.0,257450000.0,269172000.0,801726000.0,267035000.0,-494841000.0,56400000.0
642,201309,TRANSDIGM GROUP INC,354546,2556210,TDG,1924400000.0,749455000.0,302789000.0,2.39,2.39,34.85,6148879000.0,1320495000.0,322500000.0,564740000.0,-336381000.0,470205000.0,-502442000.0,156195000.0
627,201312,TRANSDIGM GROUP INC,445805,2768629,TDG,529322000.0,210626000.0,86123000.0,1.44,1.44,0.0,6292487000.0,1221093000.0,338649000.0,410924000.0,-234182000.0,115707000.0,-271989000.0,2312000.0
633,201403,TRANSDIGM GROUP INC,191482,1033918,TDG,590761000.0,218494000.0,90355000.0,1.49,1.49,0.0,6399338000.0,1328017000.0,352478000.0,475691000.0,-125629000.0,220488000.0,-312345000.0,2656000.0
629,201406,TRANSDIGM GROUP INC,163814,979395,TDG,610582000.0,239980000.0,16177000.0,-1.66,-1.66,25.0,6710991000.0,1624771000.0,551721000.0,729134000.0,-1591507000.0,349529000.0,-320942000.0,135731000.0
630,201409,TRANSDIGM GROUP INC,329367,1786836,TDG,2372906000.0,927820000.0,306910000.0,3.16,3.16,25.0,6756848000.0,1689576000.0,585907000.0,819548000.0,-1556099000.0,541222000.0,-329638000.0,43973000.0
639,201412,TRANSDIGM GROUP INC,350845249,1786836,TDG,586898000.0,240668000.0,95533000.0,1.63,1.63,0.0,6913572000.0,1876351000.0,645052000.0,1011629000.0,-1464733000.0,188959000.0,-8138000.0,12249000.0
636,201503,TRANSDIGM GROUP INC,484557,2215423,TDG,619030000.0,256561000.0,110894000.0,1.96,1.96,0.0,7226212000.0,1467322000.0,613516000.0,392519000.0,-1326208000.0,182916000.0,-746199000.0,139171000.0
644,201506,TRANSDIGM GROUP INC,497739,2215423,TDG,691395000.0,263696000.0,99112000.0,1.75,1.75,0.0,8350382000.0,2029486000.0,679689000.0,915350000.0,-1169025000.0,373427000.0,-1333797000.0,1058249000.0
641,201509,TRANSDIGM GROUP INC,470578,2215423,TDG,2707115000.0,1074002000.0,447212000.0,7.84,7.84,0.0,8427050000.0,1831962000.0,658215000.0,714033000.0,-1038306000.0,520938000.0,-1679149000.0,1054947000.0
625,201512,TRANSDIGM GROUP INC,496047,2171359,TDG,,,,,,,,,,,,,,
623,201603,TRANSDIGM GROUP INC,466649,2117859,TDG,701695000.0,276041000.0,114901000.0,1.97,1.97,0.0,8329978000.0,1860775000.0,656442000.0,805291000.0,-964270000.0,164130000.0,-10172000.0,-61391000.0
632,201606,TRANSDIGM GROUP INC,627693,2380420,TDG,796801000.0,312075000.0,138627000.0,2.47,2.47,0.0,8359474000.0,1758000000.0,675996000.0,612015000.0,-961818000.0,269160000.0,-166694000.0,-202624000.0
634,201609,TRANSDIGM GROUP INC,650744,2250775,TDG,797692000.0,330642000.0,140597000.0,2.52,2.52,0.0,10570469000.0,2932134000.0,727321000.0,1666695000.0,-808248000.0,444436000.0,-1173013000.0,1681035000.0
635,201609,TRANSDIGM GROUP INC,650744,2250775,TDG,3171411000.0,1267760000.0,586414000.0,10.39,10.39,0.0,10726277000.0,2930697000.0,752603000.0,1586994000.0,-651490000.0,668930000.0,-1443046000.0,1646835000.0
637,201612,TRANSDIGM GROUP INC,504988,2028392,TDG,814018000.0,317009000.0,118871000.0,0.41,0.41,24.0,10037122000.0,2235418000.0,698918000.0,972360000.0,-1874625000.0,225791000.0,-51809000.0,-784717000.0
628,201712,TRANSDIGM GROUP INC,387325,1410402,TDG,847960000.0,353010000.0,314775000.0,4.6,4.6,0.0,10112127000.0,2271333000.0,823421000.0,857862000.0,-2599713000.0,292811000.0,-15290000.0,-70987000.0
640,201803,TRANSDIGM GROUP INC,432909,1410402,TDG,933070000.0,409091000.0,196278000.0,3.63,3.63,0.0,10394677000.0,2470104000.0,812835000.0,1011007000.0,-2309337000.0,453684000.0,-23518000.0,-72008000.0
643,201806,TRANSDIGM GROUP INC,608072,1761813,TDG,980662000.0,437277000.0,217246000.0,3.91,3.91,0.0,11804477000.0,3385402000.0,817170000.0,1853373000.0,-2098480000.0,690910000.0,-574673000.0,1089554000.0
624,201809,TRANSDIGM GROUP INC,656407,1763113,TDG,3811126000.0,1654961000.0,957062000.0,16.28,16.28,0.0,12197467000.0,3657287000.0,900382000.0,2073017000.0,-1808471000.0,1022173000.0,-683577000.0,1085600000.0
638,201812,TRANSDIGM GROUP INC,517748,1522520,TDG,,,,,,,,,,,,,,
626,201903,TRANSDIGM GROUP INC,754192,1661253,TDG,,,,,,,,,,,,,,
747,201306,ULTA SALON COSMETCS & FRAG I,512565,5119504,ULTA,582712000.0,67695000.0,41826000.0,0.66,0.65,0.0,1331577000.0,828615000.0,248067000.0,293214000.0,803724000.0,42835000.0,-42004000.0,-28092000.0
755,201309,ULTA SALON COSMETCS & FRAG I,565993,4737930,ULTA,600998000.0,72868000.0,44911000.0,0.7,0.7,0.0,1391992000.0,846787000.0,232745000.0,286210000.0,860462000.0,84520000.0,-98029000.0,-20756000.0
744,201312,ULTA SALON COSMETCS & FRAG I,464177,4809126,ULTA,618781000.0,72887000.0,45430000.0,0.71,0.7,0.0,1535347000.0,941302000.0,287614000.0,240916000.0,928319000.0,100133000.0,-176966000.0,-2726000.0
749,201403,ULTA SALON COSMETCS & FRAG I,506942,5202611,ULTA,2670573000.0,327588000.0,202849000.0,3.17,3.15,0.0,1602727000.0,1002697000.0,266811000.0,419476000.0,1003094000.0,327725000.0,-226024000.0,-2700000.0
745,201406,ULTA SALON COSMETCS & FRAG I,475571,5202611,ULTA,713770000.0,80881000.0,49953000.0,0.78,0.77,0.0,1699225000.0,1090490000.0,302419000.0,456709000.0,1059756000.0,73693000.0,-39106000.0,2646000.0
746,201409,ULTA SALON COSMETCS & FRAG I,614793,5202611,ULTA,734236000.0,97979000.0,60794000.0,0.94,0.94,0.0,1779812000.0,1127693000.0,300141000.0,363058000.0,1126041000.0,133228000.0,-194243000.0,4597000.0
753,201412,ULTA SALON COSMETCS & FRAG I,427623649,3344991,ULTA,745722000.0,94088000.0,59124000.0,0.92,0.91,0.0,1922759000.0,1230742000.0,369711000.0,295060000.0,1186333000.0,146150000.0,-272498000.0,1932000.0
751,201503,ULTA SALON COSMETCS & FRAG I,373194,2473942,ULTA,3241369000.0,410415000.0,257135000.0,4.0,3.98,0.0,1983170000.0,1260355000.0,359594000.0,389149000.0,1247509000.0,396592000.0,-399276000.0,-27643000.0
756,201506,ULTA SALON COSMETCS & FRAG I,361053,2337670,ULTA,868122000.0,107582000.0,66946000.0,1.04,1.04,0.0,2077951000.0,1325201000.0,383664000.0,386007000.0,1302985000.0,68292000.0,-56622000.0,-14812000.0
754,201509,ULTA SALON COSMETCS & FRAG I,535201,3276408,ULTA,876999000.0,118460000.0,74169000.0,1.16,1.15,0.0,2115910000.0,1316085000.0,370214000.0,325214000.0,1343789000.0,125696000.0,-137218000.0,-52413000.0
743,201512,ULTA SALON COSMETCS & FRAG I,661738,3576964,ULTA,910700000.0,110769000.0,71070000.0,1.11,1.11,0.0,2239998000.0,1388190000.0,457976000.0,209552000.0,1374159000.0,148973000.0,-231909000.0,-96661000.0
645,201603,ULTA SALON COSMETICS & FRAG I,651541,3362968,ULTA,3924116000.0,506297000.0,320008000.0,5.0,4.98,0.0,2230918000.0,1375173000.0,396227000.0,345840000.0,1442886000.0,375874000.0,-278958000.0,-140225000.0
748,201606,ULTA SALON COSMETCS & FRAG I,812024,3332886,ULTA,1073716000.0,147164000.0,91976000.0,1.46,1.45,0.0,2218950000.0,1338417000.0,495734000.0,239254000.0,1319688000.0,166931000.0,-54321000.0,-219196000.0
750,201609,ULTA SALON COSMETCS & FRAG I,702200,2950670,ULTA,1069215000.0,143769000.0,90004000.0,1.44,1.43,0.0,2305788000.0,1376082000.0,492245000.0,194084000.0,1391937000.0,219630000.0,-129595000.0,-241791000.0
752,201612,ULTA SALON COSMETCS & FRAG I,458290,1797638,ULTA,1131232000.0,139661000.0,87562000.0,1.4,1.4,0.0,2551201000.0,1538465000.0,654640000.0,133108000.0,1452084000.0,323018000.0,-261203000.0,-274547000.0
454,201703,ULTA BEAUTY INC,434672,1523935,ULTA,4854737000.0,654824000.0,409760000.0,6.55,6.52,0.0,2551878000.0,1536237000.0,529343000.0,385010000.0,1550218000.0,634685000.0,-273747000.0,-321768000.0
453,201706,ULTA BEAUTY INC,413388,1438673,ULTA,1314879000.0,188405000.0,128223000.0,2.06,2.05,0.0,2707601000.0,1672972000.0,584252000.0,321725000.0,1641657000.0,175744000.0,-196754000.0,-42275000.0
648,201306,VISA INC,241249,1320105,V,3001000000.0,1828000000.0,1225000000.0,4.57,4.55,0.0,35285000000.0,6941000000.0,3671000000.0,1453000000.0,27003000000.0,977000000.0,-1354000000.0,-244000000.0
655,201309,VISA INC,237636,1243515,V,11778000000.0,7239000000.0,4980000000.0,18.42,18.37,0.33,35956000000.0,7822000000.0,4335000000.0,2186000000.0,26870000000.0,3022000000.0,-1164000000.0,-1746000000.0
653,201412,VISA INC,464492282,1771519,V,3382000000.0,2238000000.0,1569000000.0,6.13,6.1,0.0,38884000000.0,9864000000.0,5798000000.0,2085000000.0,27942000000.0,1761000000.0,-636000000.0,-1012000000.0
651,201503,VISA INC,622067,9510268,V,3409000000.0,2281000000.0,1550000000.0,4.2,4.19,0.0,38835000000.0,10105000000.0,5443000000.0,2039000000.0,28237000000.0,2739000000.0,-557000000.0,-2115000000.0
656,201506,VISA INC,597671,8900538,V,3518000000.0,2262000000.0,1697000000.0,4.61,4.6,0.0,39429000000.0,10068000000.0,5789000000.0,2147000000.0,28627000000.0,4850000000.0,-1276000000.0,-3399000000.0
654,201509,VISA INC,680541,9769463,V,13880000000.0,9064000000.0,6328000000.0,17.17,17.13,0.12,40236000000.0,10892000000.0,5374000000.0,3518000000.0,29842000000.0,6584000000.0,-1435000000.0,-3603000000.0
647,201512,VISA INC,990256,12769259,V,3565000000.0,2396000000.0,1941000000.0,5.32,5.32,0.14,54977000000.0,25473000000.0,5357000000.0,12837000000.0,29476000000.0,1979000000.0,-6194000000.0,13534000000.0
646,201603,VISA INC,572480,7485352,V,3626000000.0,2434000000.0,1707000000.0,4.73,4.72,0.0,54326000000.0,24303000000.0,5125000000.0,15943000000.0,29131000000.0,2819000000.0,-1846000000.0,11452000000.0
649,201606,VISA INC,534600,7207771,V,3630000000.0,428000000.0,412000000.0,1.15,1.14,0.0,63867000000.0,14374000000.0,7783000000.0,5887000000.0,32827000000.0,3122000000.0,-10159000000.0,9468000000.0
650,201609,VISA INC,193326,2337675,V,15082000000.0,7883000000.0,5991000000.0,16.53,16.5,0.14,64035000000.0,14313000000.0,8046000000.0,5619000000.0,32912000000.0,5574000000.0,-10916000000.0,7477000000.0
652,201612,VISA INC,511146,6551477,V,4461000000.0,3100000000.0,2070000000.0,5.7,5.69,0.0,63370000000.0,14689000000.0,10341000000.0,5824000000.0,31726000000.0,2508000000.0,-417000000.0,-1730000000.0
657,201703,VISA INC,547956,6165815,V,4477000000.0,2808000000.0,430000000.0,1.2,1.19,0.0,63227000000.0,15505000000.0,10206000000.0,6427000000.0,30783000000.0,2904000000.0,2268000000.0,-4243000000.0
353,201306,VALEANT PHARMACEUTICALS INTL,689717,8012507,VRX,,,,,,,,,,,,,,
380,201309,VALEANT PHARMACEUTICALS INTL,811865,7781707,VRX,,,,,,,,,,,,,,
330,201312,VALEANT PHARMACEUTICALS INTL,910611,7756485,VRX,,,,,,,,,,,,,,
365,201403,VALEANT PHARMACEUTICALS INTL,1162306,8816702,VRX,,,,,,,,,,,,,,
343,201406,VALEANT PHARMACEUTICALS INTL,1272481,10089450,VRX,,,,,,,,,,,,,,
161,201409,VALEANT PHARMACEUTICALS INTL,1441355,10985940,VRX,,,,,,,,,,,,,,
166,201412,VALEANT PHARMACEUTICALS INTL,1180784295,8250886,VRX,,,,,,,,,,,,,,
121,201503,VALEANT PHARMACEUTICALS INTL,1106206,5569460,VRX,,,,,,,,,,,,,,
112,201506,VALEANT PHARMACEUTICALS INTL,1179648,5310143,VRX,,,,,,,,,,,,,,
151,201509,VALEANT PHARMACEUTICALS INTL,1331032,7461780,VRX,,,,,,,,,,,,,,
144,201512,VALEANT PHARMACEUTICALS INTL,592526,5829079,VRX,,,,,,,,,,,,,,
703,201403,WYNN RESORTS LTD,263221,1184878,WYNN,1513613000.0,376831000.0,226896000.0,2.25,2.22,1.25,9113221000.0,3839184000.0,1255325000.0,3273621000.0,320742000.0,209222000.0,17938000.0,612797000.0
701,201406,WYNN RESORTS LTD,429868,2071053,WYNN,1412063000.0,341342000.0,203906000.0,2.02,2.0,1.25,9071342000.0,3618180000.0,1285165000.0,3035111000.0,288165000.0,578093000.0,-254188000.0,275543000.0
702,201409,WYNN RESORTS LTD,524757,2804989,WYNN,1370010000.0,332575000.0,191406000.0,1.9,1.88,1.25,9181699000.0,3470319000.0,1344312000.0,2890878000.0,293415000.0,974128000.0,-565490000.0,48920000.0
705,201412,WYNN RESORTS LTD,42400021,285023,WYNN,5433661000.0,1266278000.0,731554000.0,7.25,7.18,0.0,9062861000.0,2782331000.0,1313165000.0,2182164000.0,211091000.0,1098317000.0,-1114352000.0,-235625000.0
708,201709,WYNN RESORTS LTD,399125,2680127,WYNN,1612331000.0,257327000.0,79767000.0,0.78,0.78,0.5,12427954000.0,3556552000.0,2062058000.0,2935985000.0,398210000.0,1277505000.0,-663159000.0,-128043000.0
700,201712,WYNN RESORTS LTD,214118,1270051,WYNN,6306368000.0,1055565000.0,747181000.0,7.32,7.28,0.0,12681739000.0,3423784000.0,1930290000.0,2804474000.0,1078350000.0,1876577000.0,-957633000.0,-563712000.0
706,201803,WYNN RESORTS LTD,412270,2260749,WYNN,1715578000.0,-81294000.0,-204307000.0,-1.99,-1.99,0.5,12215174000.0,2448299000.0,2098909000.0,2031662000.0,771388000.0,-53646000.0,-408113000.0,-307247000.0
707,201806,WYNN RESORTS LTD,635633,3798454,WYNN,1605424000.0,279572000.0,155756000.0,1.44,1.44,0.75,11816556000.0,1888458000.0,1746819000.0,1445163000.0,1819595000.0,53302000.0,-748418000.0,-658248000.0
698,201809,WYNN RESORTS LTD,756705,5955497,WYNN,1709072000.0,290983000.0,156115000.0,1.44,1.44,0.75,12377491000.0,2336320000.0,2047405000.0,1949253000.0,1540283000.0,497889000.0,-928893000.0,-423720000.0
704,201812,WYNN RESORTS LTD,589058,5955497,WYNN,,,,,,,,,,,,,,
699,201903,WYNN RESORTS LTD,710610,5955497,WYNN,,,,,,,,,,,,,,
